host_epoch,t_rel,frame_number,fps,nose_x,nose_y,nose_confidence,nose_x_norm,nose_y_norm,neck_x,neck_y,neck_confidence,neck_x_norm,neck_y_norm,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,right_shoulder_x_norm,right_shoulder_y_norm,right_elbow_x,right_elbow_y,right_elbow_confidence,right_elbow_x_norm,right_elbow_y_norm,right_wrist_x,right_wrist_y,right_wrist_confidence,right_wrist_x_norm,right_wrist_y_norm,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,left_shoulder_x_norm,left_shoulder_y_norm,left_elbow_x,left_elbow_y,left_elbow_confidence,left_elbow_x_norm,left_elbow_y_norm,left_wrist_x,left_wrist_y,left_wrist_confidence,left_wrist_x_norm,left_wrist_y_norm,mid_hip_x,mid_hip_y,mid_hip_confidence,mid_hip_x_norm,mid_hip_y_norm,right_hip_x,right_hip_y,right_hip_confidence,right_hip_x_norm,right_hip_y_norm,right_knee_x,right_knee_y,right_knee_confidence,right_knee_x_norm,right_knee_y_norm,right_ankle_x,right_ankle_y,right_ankle_confidence,right_ankle_x_norm,right_ankle_y_norm,left_hip_x,left_hip_y,left_hip_confidence,left_hip_x_norm,left_hip_y_norm,left_knee_x,left_knee_y,left_knee_confidence,left_knee_x_norm,left_knee_y_norm,left_ankle_x,left_ankle_y,left_ankle_confidence,left_ankle_x_norm,left_ankle_y_norm
1786616413.602179,0.711771,41,12.80,296.03,156.21,1.0000,0.462545,0.325433,297.02,196.84,0.9999,0.464088,0.410084,266.79,196.94,0.9999,0.416858,0.410302,255.54,244.90,0.9538,0.399289,0.510215,255.81,284.73,0.9588,0.399701,0.593188,327.24,196.74,1.0000,0.511317,0.409865,334.18,241.75,0.9890,0.522152,0.503641,332.84,282.97,0.9912,0.520060,0.589517,295.18,292.04,0.9998,0.461225,0.608419,277.67,292.29,0.9998,0.433867,0.608941,276.41,357.59,0.9956,0.431888,0.744985,280.28,416.55,0.9942,0.437939,0.867813,312.69,291.79,0.9998,0.488583,0.607897,319.70,358.06,0.9976,0.499525,0.745964,319.43,416.80,0.9951,0.499113,0.868327
1786616413.679850,0.789442,42,12.80,295.89,156.07,1.0000,0.462322,0.325152,297.04,196.65,0.9999,0.464121,0.409682,266.82,196.66,0.9999,0.416914,0.409707,255.55,244.50,0.9521,0.399304,0.509369,255.60,284.29,0.9582,0.399368,0.592263,327.25,196.64,1.0000,0.511328,0.409658,334.63,241.28,0.9892,0.522852,0.502664,332.84,282.73,0.9914,0.520065,0.589031,295.21,291.95,0.9998,0.461260,0.608223,277.68,292.12,0.9998,0.433875,0.608586,276.32,357.53,0.9956,0.431748,0.744862,280.24,416.51,0.9942,0.437872,0.867739,312.73,291.77,0.9998,0.488645,0.607859,318.89,357.86,0.9976,0.498271,0.745548,319.41,416.79,0.9951,0.499082,0.868315
1786616413.692244,0.801836,44,12.80,295.89,155.70,1.0000,0.462330,0.324370,297.04,196.43,0.9999,0.464128,0.409224,266.82,196.47,0.9999,0.416902,0.409321,255.55,244.33,0.9513,0.399300,0.509013,255.57,284.22,0.9574,0.399331,0.592130,327.27,196.38,1.0000,0.511355,0.409127,334.98,240.72,0.9893,0.523412,0.501502,332.87,282.56,0.9916,0.520112,0.588656,295.30,291.93,0.9998,0.461412,0.608198,277.72,292.12,0.9998,0.433933,0.608585,276.25,357.30,0.9956,0.431639,0.744373,280.23,416.51,0.9942,0.437864,0.867729,312.89,291.75,0.9998,0.488891,0.607811,318.87,357.66,0.9976,0.498227,0.745127,319.35,416.43,0.9950,0.498990,0.867565
1786616413.782508,0.892099,45,12.80,295.89,155.46,1.0000,0.462326,0.323869,297.02,196.11,0.9999,0.464093,0.408558,266.76,196.09,0.9999,0.416815,0.408530,255.56,244.02,0.9507,0.399306,0.508365,255.60,284.17,0.9565,0.399369,0.592015,327.28,196.12,1.0000,0.511370,0.408585,334.95,240.65,0.9891,0.523359,0.501348,332.85,282.43,0.9916,0.520079,0.588390,295.57,291.94,0.9998,0.461822,0.608201,277.96,292.12,0.9998,0.434314,0.608580,276.24,357.29,0.9957,0.431630,0.744358,280.14,416.54,0.9944,0.437715,0.867790,313.17,291.76,0.9998,0.489331,0.607823,319.19,357.62,0.9975,0.498735,0.745045,319.21,416.36,0.9950,0.498768,0.867420
1786616413.786624,0.896216,47,12.80,295.86,155.40,1.0000,0.462283,0.323760,297.06,196.06,0.9999,0.464154,0.408458,266.77,196.03,0.9999,0.416833,0.408388,255.59,243.95,0.9503,0.399366,0.508228,255.66,284.17,0.9560,0.399472,0.592018,327.34,196.09,1.0000,0.511476,0.408529,334.95,240.64,0.9890,0.523356,0.501330,332.85,282.41,0.9915,0.520080,0.588349,295.57,291.93,0.9998,0.461830,0.608195,277.96,292.11,0.9998,0.434315,0.608565,276.20,357.24,0.9957,0.431557,0.744253,280.11,416.46,0.9944,0.437675,0.867616,313.18,291.76,0.9998,0.489346,0.607825,319.19,357.54,0.9974,0.498742,0.744880,319.22,416.37,0.9949,0.498776,0.867437
1786616413.889503,0.999095,48,12.80,295.80,155.37,1.0000,0.462182,0.323681,297.27,195.98,0.9999,0.464492,0.408286,266.91,195.95,0.9999,0.417039,0.408238,255.55,243.94,0.9498,0.399304,0.508216,255.72,284.70,0.9556,0.399561,0.593134,327.64,196.00,1.0000,0.511944,0.408334,335.22,240.50,0.9889,0.523787,0.501043,332.88,282.34,0.9915,0.520119,0.588215,295.75,292.10,0.9998,0.462105,0.608546,278.11,292.38,0.9998,0.434547,0.609117,276.05,357.23,0.9957,0.431334,0.744239,280.11,416.37,0.9944,0.437666,0.867431,313.38,291.83,0.9998,0.489664,0.607976,318.99,357.52,0.9974,0.498425,0.744835,319.06,416.56,0.9949,0.498525,0.867828
1786616413.891554,1.001146,50,12.80,295.80,155.33,1.0000,0.462181,0.323607,297.31,195.97,0.9999,0.464553,0.408275,266.93,195.95,0.9999,0.417075,0.408235,255.58,243.94,0.9489,0.399345,0.508205,255.75,284.72,0.9546,0.399614,0.593166,327.70,195.99,1.0000,0.512032,0.408314,335.24,240.47,0.9885,0.523811,0.500971,332.88,282.33,0.9912,0.520128,0.588191,295.82,292.10,0.9998,0.462219,0.608540,278.19,292.38,0.9998,0.434668,0.609117,276.04,357.24,0.9957,0.431311,0.744246,280.06,416.37,0.9945,0.437596,0.867428,313.45,291.82,0.9998,0.489769,0.607963,318.99,357.46,0.9973,0.498426,0.744709,319.08,416.52,0.9948,0.498557,0.867744
1786616413.939939,1.049531,51,12.80,295.83,155.32,1.0000,0.462233,0.323582,297.36,195.95,0.9999,0.464623,0.408228,266.94,195.94,0.9999,0.417090,0.408207,255.63,243.90,0.9479,0.399422,0.508126,255.92,284.72,0.9539,0.399873,0.593162,327.78,195.96,1.0000,0.512155,0.408249,335.25,240.49,0.9882,0.523821,0.501013,332.91,282.38,0.9911,0.520170,0.588286,295.88,292.20,0.9998,0.462318,0.608755,278.23,292.49,0.9998,0.434737,0.609347,276.00,357.23,0.9957,0.431258,0.744239,279.97,416.20,0.9945,0.437454,0.867077,313.53,291.92,0.9998,0.489898,0.608164,319.22,357.46,0.9972,0.498787,0.744704,319.14,416.49,0.9948,0.498659,0.867678
1786616413.960552,1.070143,52,12.80,295.83,155.32,1.0000,0.462237,0.323588,297.40,195.94,0.9999,0.464684,0.408215,266.94,195.93,0.9999,0.417097,0.408186,255.65,243.88,0.9472,0.399450,0.508092,255.94,284.71,0.9533,0.399907,0.593146,327.85,195.96,1.0000,0.512271,0.408243,335.35,240.49,0.9881,0.523992,0.501012,332.95,282.41,0.9910,0.520230,0.588357,295.94,292.23,0.9998,0.462399,0.608816,278.28,292.52,0.9998,0.434807,0.609418,276.00,357.35,0.9957,0.431248,0.744489,279.97,416.20,0.9946,0.437448,0.867077,313.59,291.94,0.9998,0.489991,0.608214,319.25,357.42,0.9972,0.498823,0.744627,319.25,416.45,0.9947,0.498832,0.867598
1786616414.096265,1.205857,54,14.50,295.89,155.30,1.0000,0.462330,0.323550,297.44,195.92,0.9999,0.464752,0.408175,266.96,195.93,0.9999,0.417119,0.408177,255.66,243.88,0.9470,0.399464,0.508084,256.14,284.67,0.9535,0.400223,0.593072,327.93,195.92,1.0000,0.512385,0.408173,335.40,240.50,0.9879,0.524068,0.501048,333.07,282.44,0.9908,0.520427,0.588413,295.96,292.23,0.9998,0.462442,0.608820,278.30,292.53,0.9998,0.434847,0.609433,275.97,357.39,0.9956,0.431211,0.744557,279.85,416.19,0.9945,0.437263,0.867067,313.62,291.94,0.9998,0.490036,0.608207,319.26,357.32,0.9971,0.498842,0.744412,319.64,416.32,0.9947,0.499439,0.867340
1786616414.098406,1.207998,56,14.50,295.91,155.24,1.0000,0.462363,0.323415,297.54,195.93,0.9999,0.464905,0.408179,266.98,195.92,0.9999,0.417156,0.408176,255.66,243.87,0.9466,0.399476,0.508059,256.14,284.64,0.9532,0.400226,0.593001,328.10,195.93,1.0000,0.512653,0.408182,335.49,240.52,0.9879,0.524196,0.501087,333.17,282.45,0.9909,0.520582,0.588435,296.01,292.29,0.9998,0.462515,0.608928,278.36,292.56,0.9998,0.434930,0.609498,275.97,357.38,0.9956,0.431208,0.744544,279.84,416.19,0.9946,0.437254,0.867067,313.66,292.01,0.9998,0.490100,0.608357,319.22,357.24,0.9970,0.498783,0.744240,319.58,416.29,0.9946,0.499338,0.867278
1786616414.114135,1.223727,57,14.50,296.02,155.29,1.0000,0.462537,0.323511,297.58,195.93,0.9999,0.464969,0.408186,267.06,195.93,0.9999,0.417276,0.408193,255.77,243.90,0.9458,0.399637,0.508130,256.16,284.51,0.9527,0.400246,0.592739,328.10,195.93,1.0000,0.512661,0.408179,335.50,240.52,0.9878,0.524217,0.501074,333.28,282.48,0.9908,0.520749,0.588504,296.01,292.28,0.9998,0.462516,0.608915,278.36,292.54,0.9998,0.434931,0.609467,275.98,357.38,0.9957,0.431214,0.744532,279.84,416.21,0.9946,0.437252,0.867114,313.66,292.01,0.9998,0.490101,0.608363,319.23,357.24,0.9971,0.498789,0.744255,319.58,416.33,0.9946,0.499345,0.867351
1786616414.173502,1.283094,58,14.50,296.26,155.29,1.0000,0.462910,0.323514,297.70,195.93,0.9999,0.465163,0.408181,267.18,195.93,0.9999,0.417466,0.408181,255.80,243.85,0.9461,0.399685,0.508018,256.17,284.50,0.9528,0.400273,0.592704,328.23,195.93,1.0000,0.512860,0.408181,335.67,240.52,0.9880,0.524483,0.501076,333.57,282.50,0.9910,0.521208,0.588551,296.24,292.28,0.9998,0.462878,0.608924,278.56,292.55,0.9998,0.435258,0.609469,276.04,357.35,0.9956,0.431317,0.744481,279.84,416.21,0.9946,0.437244,0.867110,313.92,292.02,0.9998,0.490498,0.608378,319.28,357.25,0.9971,0.498881,0.744274,319.57,416.33,0.9946,0.499331,0.867352
1786616414.295770,1.405362,60,14.50,296.30,155.47,1.0000,0.462973,0.323886,297.75,196.07,0.9999,0.465240,0.408488,267.23,196.11,0.9999,0.417546,0.408552,255.93,243.95,0.9455,0.399889,0.508228,256.01,284.46,0.9522,0.400019,0.592630,328.28,196.04,1.0000,0.512934,0.408424,335.57,240.67,0.9875,0.524324,0.501406,333.61,282.55,0.9904,0.521272,0.588649,296.20,292.30,0.9998,0.462809,0.608953,278.50,292.55,0.9998,0.435160,0.609473,275.99,357.78,0.9957,0.431232,0.745376,279.85,416.41,0.9947,0.437261,0.867520,313.89,292.05,0.9998,0.490458,0.608433,319.22,357.58,0.9971,0.498786,0.744954,319.65,417.18,0.9947,0.499460,0.869131
1786616414.300870,1.410462,62,14.50,296.39,155.56,1.0000,0.463112,0.324088,297.79,196.13,0.9999,0.465291,0.408600,267.28,196.19,0.9999,0.417620,0.408722,255.98,243.96,0.9458,0.399973,0.508243,256.03,284.32,0.9528,0.400047,0.592326,328.30,196.07,1.0000,0.512963,0.408478,335.57,240.83,0.9876,0.524330,0.501739,333.65,282.56,0.9905,0.521332,0.588672,296.32,292.28,0.9998,0.462992,0.608926,278.63,292.53,0.9998,0.435364,0.609445,275.99,357.69,0.9956,0.431230,0.745177,279.84,416.40,0.9947,0.437252,0.867504,314.00,292.04,0.9998,0.490621,0.608406,319.14,357.39,0.9971,0.498655,0.744557,319.64,416.97,0.9947,0.499432,0.868689
1786616414.397724,1.507315,64,14.50,296.55,155.79,1.0000,0.463364,0.324572,297.96,196.32,0.9999,0.465569,0.409008,267.60,196.45,0.9999,0.418128,0.409261,256.32,244.03,0.9451,0.400506,0.508388,256.23,284.16,0.9526,0.400362,0.592005,328.33,196.20,1.0000,0.513010,0.408756,335.67,240.84,0.9874,0.524490,0.501753,333.85,282.60,0.9903,0.521637,0.588749,296.38,292.17,0.9998,0.463093,0.608686,278.69,292.42,0.9998,0.435448,0.609208,275.97,357.01,0.9957,0.431206,0.743774,279.87,416.43,0.9948,0.437301,0.867561,314.07,291.92,0.9998,0.490738,0.608164,319.24,357.22,0.9971,0.498820,0.744202,319.63,416.99,0.9948,0.499426,0.868719
1786616414.399802,1.509394,65,14.50,296.59,155.89,1.0000,0.463422,0.324765,298.14,196.42,0.9999,0.465848,0.409200,267.84,196.58,0.9999,0.418499,0.409536,256.37,244.00,0.9447,0.400579,0.508341,256.44,284.16,0.9523,0.400682,0.592000,328.45,196.25,1.0000,0.513197,0.408864,335.83,240.85,0.9875,0.524732,0.501779,333.92,282.60,0.9904,0.521747,0.588754,296.54,292.14,0.9998,0.463351,0.608631,278.86,292.39,0.9998,0.435723,0.609149,276.05,356.80,0.9958,0.431331,0.743326,280.02,416.44,0.9949,0.437532,0.867574,314.23,291.89,0.9998,0.490980,0.608114,319.34,357.10,0.9971,0.498961,0.743961,319.48,416.94,0.9949,0.499194,0.868617
1786616414.458023,1.567614,66,14.50,296.54,156.12,1.0000,0.463342,0.325259,298.21,196.49,0.9999,0.465959,0.409354,267.98,196.64,0.9999,0.418714,0.409667,256.41,244.04,0.9444,0.400635,0.508414,256.60,284.16,0.9522,0.400931,0.591996,328.45,196.34,1.0000,0.513204,0.409041,335.71,240.90,0.9871,0.524543,0.501875,333.92,282.59,0.9900,0.521753,0.588731,296.49,291.90,0.9998,0.463268,0.608130,278.85,292.12,0.9998,0.435703,0.608582,276.05,356.76,0.9958,0.431327,0.743250,280.17,416.43,0.9949,0.437771,0.867560,314.13,291.69,0.9998,0.490833,0.607678,319.34,357.08,0.9971,0.498963,0.743909,319.48,417.08,0.9949,0.499188,0.868923
1786616414.500401,1.609993,68,14.50,296.54,156.49,1.0000,0.463351,0.326023,298.37,196.73,0.9999,0.466206,0.409855,268.13,197.04,0.9999,0.418955,0.410510,256.42,244.03,0.9455,0.400652,0.508389,256.61,284.16,0.9526,0.400948,0.592006,328.61,196.42,1.0000,0.513456,0.409200,335.71,241.11,0.9872,0.524551,0.502319,333.96,282.59,0.9901,0.521817,0.588722,296.52,291.92,0.9998,0.463319,0.608168,278.91,292.16,0.9998,0.435792,0.608658,276.31,356.74,0.9959,0.431734,0.743206,280.17,416.39,0.9950,0.437771,0.867473,314.14,291.69,0.9998,0.490846,0.607678,319.64,357.31,0.9971,0.499435,0.744389,319.48,417.10,0.9950,0.499189,0.868968
1786616414.519678,1.629269,69,14.50,296.35,156.73,1.0000,0.463046,0.326526,298.47,196.85,0.9999,0.466352,0.410112,268.27,197.20,0.9999,0.419171,0.410836,256.52,244.11,0.9450,0.400811,0.508554,256.75,284.16,0.9524,0.401171,0.592003,328.66,196.51,1.0000,0.513533,0.409388,335.71,241.17,0.9873,0.524540,0.502427,333.95,282.63,0.9900,0.521802,0.588810,296.55,291.86,0.9998,0.463361,0.608042,278.96,292.09,0.9998,0.435870,0.608519,276.31,356.74,0.9959,0.431742,0.743213,280.20,416.48,0.9950,0.437806,0.867661,314.15,291.63,0.9998,0.490852,0.607565,319.74,357.21,0.9972,0.499600,0.744189,319.49,416.98,0.9950,0.499209,0.868715
1786616414.721745,1.831336,70,15.12,296.05,157.08,1.0000,0.462577,0.327241,298.64,197.17,0.9999,0.466624,0.410776,268.60,197.64,0.9999,0.419693,0.411752,256.83,244.67,0.9447,0.401292,0.509719,257.32,284.60,0.9519,0.402070,0.592918,328.68,196.70,1.0000,0.513556,0.409801,335.65,241.39,0.9872,0.524451,0.502892,333.86,282.65,0.9898,0.521654,0.588850,296.73,291.60,0.9998,0.463641,0.607505,279.23,291.87,0.9998,0.436294,0.608072,276.68,356.74,0.9959,0.432319,0.743203,280.27,416.44,0.9950,0.437921,0.867573,314.23,291.33,0.9998,0.490989,0.606938,320.42,356.84,0.9972,0.500661,0.743422,319.49,416.82,0.9950,0.499197,0.868368
1786616414.732836,1.842428,75,15.12,296.05,157.09,1.0000,0.462576,0.327279,298.65,197.24,0.9999,0.466642,0.410916,268.62,197.72,0.9999,0.419716,0.411908,256.83,244.66,0.9449,0.401295,0.509718,257.43,284.57,0.9520,0.402231,0.592857,328.68,196.76,1.0000,0.513568,0.409925,335.67,241.41,0.9872,0.524486,0.502937,333.85,282.63,0.9896,0.521648,0.588807,296.80,291.55,0.9998,0.463745,0.607393,279.35,291.81,0.9998,0.436480,0.607941,276.74,356.47,0.9959,0.432413,0.742645,280.32,416.40,0.9950,0.438006,0.867495,314.25,291.29,0.9998,0.491010,0.606845,320.42,356.71,0.9971,0.500662,0.743148,319.49,416.56,0.9950,0.499211,0.867834
1786616414.807688,1.917279,76,15.12,296.00,157.22,1.0000,0.462501,0.327542,298.76,197.47,0.9999,0.466808,0.411386,268.80,198.02,0.9999,0.419999,0.412533,257.21,244.70,0.9454,0.401887,0.509791,257.81,284.63,0.9520,0.402831,0.592985,328.72,196.91,1.0000,0.513617,0.410239,335.70,241.47,0.9871,0.524537,0.503063,333.82,282.59,0.9892,0.521596,0.588725,297.07,290.74,0.9998,0.464171,0.605698,279.70,290.97,0.9998,0.437028,0.606189,277.20,354.98,0.9958,0.433129,0.739539,280.58,415.94,0.9949,0.438406,0.866542,314.44,290.50,0.9998,0.491314,0.605208,320.47,354.92,0.9970,0.500739,0.739419,319.71,415.35,0.9949,0.499547,0.865308
1786616414.823443,1.933035,78,15.12,295.96,157.22,1.0000,0.462433,0.327542,298.78,197.47,0.9999,0.466842,0.411404,268.84,198.02,0.9999,0.420065,0.412546,257.64,244.65,0.9467,0.402561,0.509693,258.02,284.63,0.9524,0.403156,0.592981,328.72,196.93,1.0000,0.513618,0.410261,335.70,241.51,0.9868,0.524537,0.503139,333.82,282.53,0.9885,0.521601,0.588596,297.05,289.82,0.9998,0.464147,0.603800,279.70,289.97,0.9998,0.437030,0.604098,277.43,354.99,0.9959,0.433486,0.739564,280.92,416.17,0.9949,0.438942,0.867020,314.41,289.68,0.9998,0.491265,0.603502,320.41,354.92,0.9970,0.500636,0.739407,319.71,415.32,0.9948,0.499547,0.865240
